Review,Score
"Der Film hat ganz bestimmt seine Schwächen und die Geschichte ist auch ein bisschen lahm – aber die Computereffekte sind wirklich sehenswert und unterscheiden sich deutlich von der grottenschlechten Qualität von Marvel. Und der Film ist Zweifels ohne nur deshalb so teuer, weil so viel bekannte Schauspieler sich mit dem Geld die eigene Tasche gefüllt haben. Da weiss man wenigstens wo die Streaming Gebühren wirklich hingehen. Nichts desto trotz ist der Film ganz o. k.– als Flop würde ich ihn ganz bestimmt nicht bezeichnen.",3.5
"It was an enjoyable movie. i just switch to the me who was 10 years old and it connects. and the moral of the film hits hard and i guess the official rotten tomatoes critics didnt like it. lol
it's a 4 for me. enjoy guys",4
"I enjoyed watching this movie. It wasn't perfect. With a better script, it could have been a masterpiece, but it does not deserve the ridiculous amount of hate and negativity it's getting. ",5
There is a lot of cool stuff in here honestly but you got to turn off  your brain  because you won't be able to enjoy the movie there's a lot of stuff that doesn't make sense but you'll enjoy yourself and have a good time I'm not going to be as hard as everyone else is on this movie cuz there's some great background and scenery and action is pretty decent I think the Russo's did a pretty good job despite the negatives.,3.5
"Some times good, some times bad, MID",2.5
Definately worth watching.  Forget the negative reviews by critics.  The production value is big screen worthy.  I am not saying this is a great film but it is fun.  Watch it!,4
"We cannot watch it with my wife after 30 minutes of trying. Instead of continue movies like OA, 1899, Santa Clara Diet, etc... they invested enormous amount of money into this bullshit.",0.5
"Don't listen to the negative reviews. This film is extremely well done. It was engaging, laugh-out-loud funny, and had some amazing action sequences. MBB and Chris Pratt are excellent. Only the Russo brothers can pull something off at this scale, and it's sad that people can't appreciate just how much went into this.",4
"Enjoyable, watchable, with a good dose of intensity and emotion brought in. I enjoyed the leads (evil, good, and neutral alike), and the effects and personality given to the robots was also fun (and pulled at the heart strings). 

Not sure why the reviewers all hate on this movie, but with older kids, worth a watch. ",4.5
"Ignore the detached critic reviews. There is clearly a divide of what they think and what the real audience thinks in today’s pop culture. This movie was an absolute five star that hits all the marks in a great story! Full of action, humor and heart! ",5
"The Electric State, One of the worst rated movies on Rotten tomatoes, but does it really deserve that rating, well here's my thoughts 

The worst part of this movie is that, the story and pacing is really bad, you don't even know what your watching, with all the other side plots in the film. But the thing I'm mad is that it won't capture the novel it's based on.

The best part of the movie, is the CGI, it's really impressive and Millie Bobby Brown and Chris Pratt did really good, and there's a fight scene near the end, which was really enjoyable :D

In conclusion, This is one of those book adaptations, where it does not capture the novel at all, but it can bring impressive CGI.

Final rating: 4/10",3.5
"Emocionalmente plana, carece de ritmo en varias partes de la película. Como entretenimiento liviano está bien.",2
"lame, waste of time. story telling at its worst. ",1
"I haven't read the original, but this movie is full of great sense, originality, humor, and emotion! I am once again amazed by the Russo brothers' great directing skills.",5
"First-ever Rotten Tomatoes review because I loved this movie! Sure, it’s not an artsy deep flick, but if you’re into sci-fi with a little camp, this is absolutely for you. The negative critic reviews only made me more curious, and as a huge sci-fi fan, I have to say—it delivered.

It’s well-done, worth every minute, and just a crazy, hectic, super fun joyride. When the audience and critics disagree this much, you have to wonder… why?

Find out for yourself, and enjoy the ride!",5
